Spółka,Kwartały,Wartość księgowa,Cena/WK,Zysk na akcję,Cena/Zysk,Przychód,Cena/Przychód,Zysk operacyjny,Cena/Zysk operacyjny,Wartość księgowa Grahama,Cena/Wartość księgowa Grahama,Wartość przedsiębiorstwa,Wartość przedsiębiorstwa/Przychody,Wartość przedsiębiorstwa/EBIT,Wartość przedsiębiorstwa/EBITDA,ROE,ROA,Marża zysku operacyjnego,Marża zysku netto,Marża zysku ze sprzedaży,Marża zysku brutto,Marża zysku brutto ze sprzedaży,Rentowność operacyjna aktywów,Udział zysku netto w przepływach operacyjnych,Wskaźnik źródeł finansowania inwestycji,Zadłużenie ogólne,Zadłużenie kapitału własnego,Zadłużenie długoterminowe,Zadłużenie środków trwałych,Pokrycie aktywów trwałych kapitałami stałymi,Trwałość struktury finansowania,Zastosowanie kapitału obcego,Wskaźnik ogólnej sytuacji finansowej,Zadłużenie netto,Zadłużenie netto / EBITDA,Zadłużenie finansowe netto,Zadłużenie finansowe netto / EBITDA,I stopień pokrycia,II stopień pokrycia,Płynność gotówkowa,Płynność szybka,Płynność bieżąca,Płynność podwyższona,Pokrycie zobowiązań należnościami,Udział kapitału pracującego w aktywach,Pokrycie kosztów kapitałem obrotowym,Rotacja należności,Cykl należności,Cykl zobowiązań,Rotacja zapasów,Cykl zapasów,Rotacja majątku obrotowego,Rotacja majątku trwałego,Rotacja majątku ogółem,Cykl operacyjny,Cykl konwersji gotówki
MRC,2019/Q4,12.57,0.79,-0.22,,51.03,0.20,0.68,14.65,-5.78,,22.56,0.44,9.70,33.21,-1.75%,-0.60%,1.33%,-0.43%,1.30%,0.38%,,1.86%,-6.04%,110.17%,0.65,1.89,0.75,1.90,1.19,0.60,1.32,0.90,237 468 000,9.64,133 487 000,5.42,0.68,1.19,0.10,0.67,1.25,0.10,0.55,0.10,0.07,6.83,53,101,6.36,57,2.99,2.74,1.43,110,9
MRC,2020/Q1,14.48,1.32,2.08,9.22,58.73,0.33,3.83,5.01,-3.64,,31.44,0.54,5.73,8.22,14.37%,5.40%,6.51%,3.54%,7.01%,4.95%,,9.92%,112.65%,132.86%,0.62,1.66,0.60,2.03,1.27,0.60,1.18,0.94,239 542 000,4.12,129 841 000,2.23,0.80,1.27,0.09,0.83,1.32,0.09,0.72,0.13,0.09,6.86,53,90,7.06,52,3.28,3.17,1.61,105,15
MRC,2020/Q2,33.10,2.42,21.78,3.68,81.29,0.99,25.33,3.17,15.09,5.31,76.87,0.95,2.85,3.03,65.80%,38.20%,31.16%,26.79%,31.45%,29.95%,,44.42%,114.51%,8.15%,0.42,0.72,0.25,2.16,2.26,0.72,0.61,1.11,97 244 000,0.34,-35 218 000,-0.12,1.82,2.26,0.93,1.87,2.49,0.93,0.92,0.41,0.43,7.89,46,67,6.79,54,3.46,4.38,1.93,100,33
MRC,2020/Q3,64.45,7.12,55.05,8.34,124.64,3.68,61.39,7.48,47.06,9.75,423.02,3.39,6.70,6.89,85.41%,65.24%,49.25%,44.17%,49.41%,49.41%,,72.75%,107.10%,2.89%,0.23,0.30,0.01,36.69,3.66,0.77,0.29,1.07,-177 417 000,-0.27,-380 957 000,-0.57,3.63,3.66,1.90,2.85,3.48,1.90,0.94,0.56,0.77,9.74,37,47,6.66,55,3.47,6.87,2.30,92,45
MRC,2020/Q4,98.07,4.30,87.72,4.81,172.96,2.44,98.79,4.27,80.09,5.27,384.70,2.22,3.83,3.89,89.44%,72.15%,57.12%,50.71%,57.21%,56.73%,,81.25%,130.56%,29.52%,0.19,0.24,0.01,29.20,5.40,0.81,0.22,1.21,-302 785 000,-0.28,-395 591 000,-0.37,5.37,5.40,1.67,3.70,4.57,2.29,1.42,0.66,1.12,9.20,40,38,6.05,60,3.02,9.57,2.30,100,62
MRC,2021/Q1,123.64,2.81,112.72,3.08,205.86,1.69,123.89,2.80,102.29,3.39,319.38,1.55,2.54,2.58,91.16%,72.40%,60.18%,54.75%,60.06%,60.21%,,79.58%,137.65%,59.48%,0.20,0.26,0.00,32.55,5.73,0.80,0.24,1.35,-331 129 000,-0.25,-292 903 000,-0.22,5.70,5.73,0.90,3.10,4.31,2.02,1.08,0.66,1.28,8.43,43,39,4.17,88,2.40,10.85,1.97,131,92
MRC,2021/Q2,131.81,1.99,103.93,2.52,220.99,1.18,112.92,2.32,107.32,2.44,228.25,1.03,1.99,2.02,78.85%,65.08%,51.10%,47.03%,55.05%,51.44%,,70.70%,253.02%,176.74%,0.17,0.21,0.01,24.65,5.38,0.83,0.21,1.10,-530 032 000,-0.44,-355 793 000,-0.29,5.35,5.38,1.27,3.73,5.02,2.89,0.84,0.68,1.11,8.33,44,41,3.83,95,2.01,10.74,1.70,139,98
MRC,2021/Q3,106.22,1.40,74.08,2.00,197.35,0.75,81.18,1.83,75.86,1.96,130.35,0.66,1.57,1.61,69.74%,60.40%,41.13%,37.54%,45.58%,41.09%,,66.18%,139.71%,182.28%,0.13,0.15,0.01,31.49,3.52,0.87,0.18,0.62,-308 098 000,-0.35,-193 224 000,-0.22,3.49,3.52,1.20,4.00,5.95,2.92,1.08,0.63,0.73,7.55,48,44,3.53,103,1.70,8.33,1.42,151,107
OPL,2004/Q4,10.55,1.88,1.66,11.93,13.26,1.49,2.66,7.44,-6.94,,17.63,1.33,3.09,6.62,15.74%,6.62%,20.08%,12.52%,22.70%,17.26%,46.50%,10.61%,27.46%,68.96%,0.45,1.07,0.78,2.14,1.03,0.75,2.58,1.32,12 721 207 000,1.59,-3 033 415 000,-0.38,0.51,0.91,0.70,0.53,1.41,0.72,0.64,0.05,0.32,6.64,55,85,56.13,7,3.03,0.64,0.53,62,-23
OPL,2005/Q4,12.42,1.88,1.58,14.78,13.10,1.79,2.73,8.56,-9.80,,29.50,2.25,5.11,10.79,12.75%,6.27%,20.86%,12.08%,25.65%,15.71%,,10.83%,30.69%,122.56%,0.51,1.03,0.53,2.56,0.85,0.75,4.25,2.37,16 138 000 000,2.00,8 546 000 000,1.06,0.56,0.85,0.19,0.45,0.48,0.21,0.22,-0.13,-0.48,8.62,42,148,66.20,6,2.93,0.64,0.53,48,-100
OPL,2006/Q1,13.16,1.68,1.61,13.73,13.19,1.68,2.66,8.30,-8.64,,26.75,2.03,4.68,10.04,12.24%,6.67%,20.20%,12.21%,24.76%,14.95%,,11.04%,31.53%,156.69%,0.45,0.83,0.38,3.28,0.83,0.75,4.72,2.85,14 366 000 000,1.80,6 509 000 000,0.81,0.60,0.83,0.11,0.37,0.39,0.12,0.22,-0.15,-0.53,9.11,40,155,66.00,6,3.37,0.63,0.53,46,-109
OPL,2006/Q2,12.58,1.59,1.69,11.81,13.22,1.51,2.47,8.11,-8.76,,24.75,1.87,4.38,10.04,13.45%,7.17%,18.65%,12.81%,23.30%,13.24%,,10.43%,32.64%,186.97%,0.47,0.88,0.39,3.30,0.82,0.74,4.87,2.87,14 685 000 000,1.86,6 644 000 000,0.84,0.59,0.82,0.08,0.35,0.37,0.09,0.23,-0.16,-0.56,9.43,39,161,65.33,6,4.06,0.62,0.54,45,-116
OPL,2006/Q3,13.08,1.52,1.52,13.13,13.30,1.50,2.35,8.46,-7.94,,24.41,1.83,4.37,10.37,11.59%,6.35%,17.69%,11.39%,23.86%,13.46%,,9.86%,28.46%,183.78%,0.45,0.82,0.37,3.30,0.85,0.75,3.79,2.36,13 443 000 000,1.72,6 307 000 000,0.81,0.62,0.85,0.19,0.45,0.47,0.20,0.23,-0.13,-0.46,9.69,38,167,69.69,5,5.09,0.62,0.55,43,-124
OPL,2006/Q4,12.92,1.90,1.50,16.41,13.30,1.85,2.41,10.21,-7.90,,28.68,2.16,5.11,11.92,11.58%,6.40%,18.08%,11.24%,21.28%,14.14%,,10.29%,28.98%,122.69%,0.45,0.81,0.39,3.10,0.86,0.77,4.09,2.54,13 721 000 000,1.75,5 775 000 000,0.74,0.62,0.86,0.12,0.44,0.47,0.12,0.25,-0.12,-0.40,9.74,37,162,76.66,5,5.33,0.63,0.56,42,-120
OPL,2007/Q1,13.30,1.80,1.54,15.47,13.22,1.81,2.34,10.22,-7.01,,26.98,2.04,4.87,11.54,11.61%,6.77%,17.70%,11.69%,20.22%,14.82%,,10.26%,29.71%,98.55%,0.42,0.71,0.38,3.02,0.90,0.80,3.81,2.50,12 351 000 000,1.59,4 331 000 000,0.56,0.65,0.90,0.15,0.52,0.55,0.15,0.27,-0.09,-0.27,9.87,37,153,76.78,5,5.20,0.63,0.56,42,-111
OPL,2007/Q2,12.21,2.00,1.49,16.37,13.12,1.86,2.26,10.80,-8.05,,28.69,2.19,5.29,12.70,12.21%,6.45%,17.22%,11.36%,18.71%,14.38%,,9.78%,31.34%,85.78%,0.47,0.89,0.41,3.00,0.85,0.74,3.85,2.32,14 091 000 000,1.86,6 005 000 000,0.79,0.60,0.85,0.08,0.46,0.48,0.14,0.23,-0.13,-0.41,9.89,37,152,78.27,5,4.89,0.64,0.56,42,-110
OPL,2007/Q3,12.23,1.71,1.46,14.36,13.06,1.60,2.22,9.43,-7.70,,24.71,1.89,4.61,11.12,11.93%,6.44%,17.02%,11.17%,16.60%,14.18%,,9.81%,32.41%,119.61%,0.46,0.85,0.40,2.98,0.86,0.76,3.84,2.35,13 840 000 000,1.84,5 259 000 000,0.70,0.61,0.86,0.10,0.46,0.50,0.10,0.26,-0.12,-0.36,9.78,37,149,74.82,5,4.93,0.64,0.57,42,-107
OPL,2007/Q4,12.69,1.77,1.63,13.85,13.03,1.73,2.32,9.70,-7.64,,25.57,1.96,4.66,11.02,12.81%,7.02%,17.80%,12.47%,17.80%,15.51%,,10.02%,36.61%,101.38%,0.45,0.82,0.19,6.32,0.74,0.65,3.71,2.31,13 690 000 000,1.78,4 287 000 000,0.56,0.62,0.74,0.06,0.32,0.35,0.08,0.16,-0.23,-0.70,9.87,37,168,64.15,6,4.80,0.64,0.57,43,-125
OPL,2008/Q1,13.48,1.64,1.78,12.41,13.39,1.65,2.49,8.89,-7.00,,26.17,1.95,4.60,10.52,13.21%,7.64%,18.57%,13.30%,18.57%,16.41%,,10.67%,40.89%,102.87%,0.42,0.73,0.21,5.38,0.80,0.70,3.48,2.29,12 736 000 000,1.63,5 577 000 000,0.72,0.66,0.80,0.07,0.38,0.40,0.07,0.23,-0.18,-0.54,9.28,39,183,62.78,6,4.71,0.65,0.57,45,-138
OPL,2008/Q2,12.51,1.65,1.93,10.70,13.40,1.54,2.71,7.62,-7.58,,25.13,1.88,4.27,9.28,15.42%,8.43%,20.21%,14.39%,20.21%,17.98%,,11.84%,40.28%,118.45%,0.45,0.83,0.24,4.84,0.77,0.68,3.72,2.32,13 615 000 000,1.69,6 152 000 000,0.76,0.62,0.77,0.05,0.36,0.38,0.06,0.22,-0.20,-0.60,8.90,41,192,61.05,6,4.76,0.66,0.58,47,-145
OPL,2008/Q3,12.80,1.78,1.92,11.90,13.32,1.71,2.67,8.54,-6.93,,26.60,2.00,4.56,9.95,14.99%,8.76%,20.07%,14.40%,20.07%,17.84%,,12.22%,40.89%,118.10%,0.41,0.71,0.24,4.76,0.80,0.72,4.23,2.74,12 157 000 000,1.52,5 167 000 000,0.65,0.65,0.80,0.03,0.33,0.36,0.03,0.27,-0.18,-0.52,8.66,42,196,63.31,6,5.01,0.66,0.58,48,-148
OPL,2008/Q4,12.58,1.53,1.60,12.00,13.27,1.45,2.42,7.93,-7.12,,23.25,1.75,4.17,9.61,12.72%,7.01%,18.24%,12.06%,18.24%,14.29%,,10.61%,33.05%,74.79%,0.45,0.81,0.38,2.97,0.88,0.76,3.29,2.10,12 246 000 000,1.61,5 549 000 000,0.73,0.64,0.88,0.22,0.53,0.57,0.24,0.24,-0.10,-0.30,8.61,42,177,66.23,6,4.89,0.66,0.58,48,-129
OPL,2009/Q1,13.16,1.43,1.38,13.67,13.44,1.40,2.23,8.42,-6.76,,22.71,1.69,4.16,10.17,10.45%,6.04%,16.62%,10.23%,16.62%,12.16%,,9.80%,28.19%,89.51%,0.42,0.73,0.39,2.79,0.92,0.80,3.37,2.23,11 769 000 000,1.61,5 220 000 000,0.72,0.66,0.92,0.15,0.58,0.63,0.18,0.29,-0.07,-0.21,8.96,41,161,60.41,6,4.85,0.66,0.58,47,-114
OPL,2009/Q2,11.95,1.29,1.13,13.57,13.19,1.17,1.87,8.21,-7.54,,18.57,1.41,3.66,9.92,9.48%,4.89%,14.19%,8.59%,14.19%,9.75%,,8.08%,24.33%,50.18%,0.48,0.94,0.50,2.34,0.92,0.77,3.07,1.88,12 264 000 000,1.81,4 271 000 000,0.63,0.61,0.92,0.36,0.64,0.69,0.38,0.24,-0.07,-0.20,9.41,39,149,53.27,7,4.44,0.66,0.57,46,-103
OPL,2009/Q3,12.21,1.29,0.91,17.44,12.83,1.23,1.58,9.98,-6.64,,19.99,1.56,4.19,12.63,7.42%,4.25%,12.34%,7.06%,12.34%,7.98%,,7.42%,21.05%,72.12%,0.43,0.75,0.48,2.30,0.96,0.85,3.69,2.39,10 959 000 000,1.72,5 595 000 000,0.88,0.65,0.96,0.26,0.69,0.75,0.27,0.37,-0.04,-0.10,9.95,37,132,49.94,7,4.22,0.65,0.57,44,-88
OPL,2009/Q4,12.41,1.28,0.96,16.55,12.40,1.28,1.57,10.11,-6.42,,19.12,1.54,4.08,12.18,7.73%,4.36%,12.66%,7.74%,12.66%,9.64%,,7.14%,23.12%,79.73%,0.43,0.77,0.45,2.35,0.96,0.82,3.05,2.01,10 520 000 000,1.68,4 340 000 000,0.69,0.66,0.96,0.42,0.76,0.80,0.43,0.29,-0.04,-0.10,10.07,36,125,50.75,7,4.10,0.64,0.56,43,-82
OPL,2010/Q1,12.61,1.29,0.93,17.49,12.07,1.34,1.47,11.05,-5.66,,19.03,1.58,4.24,12.97,7.35%,4.25%,12.16%,7.68%,12.16%,9.58%,,6.73%,23.74%,54.09%,0.42,0.73,0.29,3.55,0.89,0.74,2.60,1.79,9 481 000 000,1.58,3 765 000 000,0.63,0.69,0.89,0.35,0.60,0.63,0.37,0.21,-0.09,-0.27,10.16,36,137,53.14,7,3.78,0.64,0.55,43,-94
OPL,2010/Q2,11.35,1.26,0.89,16.08,11.92,1.20,1.47,9.71,-6.58,,16.64,1.40,3.75,11.30,7.84%,4.04%,12.35%,7.46%,12.35%,9.54%,,6.69%,24.49%,73.36%,0.48,0.94,0.50,2.21,0.95,0.77,2.62,1.66,10 737 000 000,1.81,3 119 000 000,0.53,0.63,0.95,0.48,0.78,0.81,0.52,0.24,-0.04,-0.13,10.16,36,136,60.68,6,3.61,0.65,0.55,42,-94
OPL,2010/Q3,10.78,1.67,0.11,170.32,11.80,1.52,0.70,25.71,-6.84,,21.01,1.78,5.87,30.04,0.98%,0.51%,5.93%,0.89%,5.93%,2.96%,,3.37%,2.79%,65.93%,0.48,0.92,0.43,2.61,0.88,0.74,3.19,1.95,11 009 000 000,2.30,4 042 000 000,0.85,0.61,0.88,0.29,0.56,0.59,0.32,0.22,-0.11,-0.27,10.18,36,153,69.13,5,3.41,0.65,0.55,41,-112
OPL,2010/Q4,10.95,1.49,0.08,204.09,11.77,1.39,0.68,24.05,-7.10,,19.12,1.63,5.43,28.13,0.73%,0.37%,5.78%,0.68%,9.44%,2.86%,,3.14%,2.36%,89.80%,0.49,0.97,0.42,2.71,0.86,0.72,2.99,1.81,11 764 000 000,2.50,3 701 000 000,0.79,0.61,0.86,0.30,0.55,0.58,0.30,0.21,-0.12,-0.32,9.87,37,171,63.18,6,3.29,0.65,0.55,43,-128
OPL,2011/Q1,11.08,1.59,0.01,2 137.04,11.66,1.51,0.60,29.35,-6.14,,20.20,1.73,5.83,33.69,0.07%,0.04%,5.14%,0.07%,8.84%,2.09%,,2.79%,0.23%,92.93%,0.48,0.94,0.41,2.54,0.91,0.73,2.44,1.57,10 791 000 000,2.33,3 479 000 000,0.75,0.64,0.91,0.36,0.69,0.73,0.40,0.20,-0.07,-0.20,9.75,37,174,60.27,6,3.11,0.66,0.54,43,-131
OPL,2011/Q2,10.33,1.61,0.51,32.68,11.51,1.45,1.08,15.40,-6.54,,17.34,1.51,4.37,16.03,4.94%,2.29%,9.40%,4.43%,13.15%,6.37%,,4.86%,14.05%,34.75%,0.54,1.15,0.43,2.53,0.88,0.66,2.22,1.36,10 843 000 000,2.05,909 000 000,0.17,0.61,0.88,0.50,0.70,0.72,0.51,0.16,-0.09,-0.29,9.67,38,196,55.06,7,2.82,0.66,0.53,45,-151
OPL,2011/Q3,10.63,1.64,1.33,13.08,11.35,1.53,1.83,9.49,-5.99,,19.47,1.72,4.15,10.62,12.51%,6.59%,16.15%,11.73%,19.95%,13.19%,,9.08%,37.18%,87.73%,0.47,0.90,0.40,2.58,0.89,0.74,2.69,1.72,10 175 000 000,1.63,2 768 000 000,0.44,0.64,0.89,0.32,0.64,0.67,0.36,0.22,-0.09,-0.28,9.47,39,199,50.97,7,2.71,0.66,0.53,46,-153
OPL,2011/Q4,10.73,1.61,1.44,12.00,11.17,1.54,1.66,10.38,-6.56,,18.82,1.69,4.25,11.34,13.38%,6.79%,14.86%,12.85%,21.28%,11.96%,,7.86%,37.09%,72.38%,0.49,0.97,0.40,2.59,0.87,0.71,2.71,1.68,10 783 000 000,1.82,2 130 000 000,0.36,0.62,0.87,0.35,0.61,0.63,0.38,0.19,-0.11,-0.37,9.57,38,202,52.55,7,2.63,0.66,0.53,45,-157
OPL,2012/Q1,10.85,1.58,1.47,11.59,11.02,1.55,1.69,10.13,-5.98,,20.31,1.84,4.68,12.03,13.59%,7.79%,15.32%,13.39%,21.90%,12.54%,,8.91%,78.61%,-88.18%,0.43,0.74,0.39,2.57,0.90,0.80,3.85,2.48,10 096 000 000,1.74,4 295 000 000,0.74,0.64,0.90,0.12,0.50,0.54,0.13,0.28,-0.09,-0.30,9.63,38,188,55.18,7,2.97,0.65,0.53,45,-143
OPL,2012/Q2,9.49,1.64,0.92,16.89,10.93,1.43,1.17,13.33,-6.96,,18.41,1.69,4.97,15.77,9.72%,4.91%,10.69%,8.44%,17.49%,7.63%,,6.22%,52.81%,-159.18%,0.49,0.98,0.40,2.80,0.81,0.71,3.99,2.30,11 499 000 000,2.32,3 799 000 000,0.77,0.58,0.81,0.12,0.40,0.42,0.12,0.21,-0.17,-0.49,9.67,38,173,58.66,6,3.70,0.65,0.55,44,-129
OPL,2012/Q3,9.69,1.70,0.87,18.91,10.77,1.53,1.19,13.88,-6.43,,20.55,1.91,5.64,17.34,8.98%,4.86%,11.00%,8.08%,18.63%,7.65%,,6.62%,52.44%,299.44%,0.46,0.85,0.36,3.00,0.82,0.73,4.59,2.76,10 486 000 000,2.15,5 474 000 000,1.12,0.60,0.82,0.07,0.34,0.38,0.08,0.22,-0.17,-0.47,9.83,37,171,54.90,7,4.28,0.65,0.56,44,-127
OPL,2012/Q4,9.70,1.26,0.64,19.11,10.59,1.15,1.18,10.38,-6.73,,15.82,1.49,4.37,13.43,6.60%,3.54%,11.12%,6.04%,13.60%,7.18%,,6.52%,45.87%,1 132.37%,0.46,0.86,0.36,2.96,0.80,0.73,5.10,3.01,10 770 000 000,2.23,4 792 000 000,0.99,0.59,0.80,0.06,0.31,0.34,0.06,0.22,-0.18,-0.48,9.83,37,163,58.69,6,5.39,0.64,0.58,43,-120
OPL,2013/Q1,9.77,0.68,0.52,12.84,10.40,0.64,1.06,6.32,-6.35,,10.18,0.98,2.93,9.64,5.32%,2.94%,10.15%,5.00%,13.34%,5.95%,,5.98%,17.16%,119.25%,0.45,0.81,0.37,2.84,0.83,0.76,5.15,3.12,10 240 000 000,2.20,4 686 000 000,1.01,0.61,0.83,0.05,0.32,0.36,0.05,0.23,-0.16,-0.42,9.88,37,170,58.87,6,5.71,0.64,0.57,43,-127
OPL,2013/Q2,9.49,0.81,0.39,19.49,10.31,0.74,0.89,8.57,-6.54,,11.08,1.07,3.34,12.42,4.13%,2.22%,8.66%,3.81%,12.83%,4.49%,,5.05%,13.94%,103.86%,0.46,0.86,0.23,4.73,0.73,0.66,5.00,2.96,10 277 000 000,2.36,4 500 000 000,1.03,0.59,0.73,0.04,0.24,0.27,0.06,0.16,-0.25,-0.67,10.11,36,179,56.96,6,6.16,0.63,0.57,42,-137
OPL,2013/Q3,9.69,0.86,0.34,24.37,10.10,0.82,0.79,10.49,-6.21,,11.84,1.17,3.70,14.97,3.52%,1.96%,7.83%,3.37%,12.01%,3.79%,,4.56%,12.49%,113.84%,0.44,0.79,0.22,4.56,0.75,0.68,5.27,3.21,9 734 000 000,2.32,4 645 000 000,1.11,0.61,0.75,0.03,0.24,0.27,0.04,0.17,-0.23,-0.62,10.24,36,188,59.64,6,6.39,0.62,0.57,42,-146
OPL,2013/Q4,9.62,1.02,0.22,43.75,9.85,1.00,0.60,16.32,-6.17,,13.08,1.33,4.41,21.78,2.33%,1.29%,6.10%,2.28%,9.87%,2.40%,,3.46%,8.93%,110.06%,0.45,0.81,0.22,4.56,0.74,0.68,4.90,2.98,9 644 000 000,2.48,4 302 000 000,1.10,0.61,0.74,0.03,0.25,0.28,0.07,0.16,-0.23,-0.62,10.40,35,199,59.13,6,6.32,0.61,0.56,41,-158
OPL,2014/Q1,9.84,1.05,0.37,28.06,9.64,1.07,0.71,14.48,-5.64,,13.28,1.38,4.35,18.58,3.75%,2.15%,7.41%,3.83%,9.56%,3.75%,,4.17%,15.43%,88.94%,0.43,0.74,0.22,4.41,0.77,0.70,4.40,2.79,9 005 000 000,2.25,3 841 000 000,0.96,0.64,0.77,0.07,0.29,0.32,0.09,0.17,-0.20,-0.55,10.49,35,211,58.08,6,6.09,0.61,0.55,41,-170
OPL,2014/Q2,9.39,1.03,0.38,25.36,9.47,1.02,0.70,13.84,-6.09,,12.33,1.30,4.05,17.59,4.07%,2.22%,7.40%,4.04%,9.61%,3.60%,,4.06%,15.50%,109.71%,0.46,0.84,0.39,2.51,0.84,0.76,4.42,2.68,9 660 000 000,2.42,3 456 000 000,0.86,0.61,0.84,0.12,0.39,0.42,0.12,0.23,-0.14,-0.39,10.31,35,197,58.37,6,5.85,0.60,0.55,41,-156
OPL,2014/Q3,9.46,1.23,0.31,37.94,9.36,1.24,0.61,18.95,-5.76,,14.85,1.59,5.04,24.16,3.25%,1.84%,6.57%,3.28%,9.08%,2.99%,,3.68%,13.23%,94.91%,0.43,0.77,0.39,2.45,0.86,0.79,4.89,3.04,9 168 000 000,2.37,4 205 000 000,1.09,0.62,0.86,0.07,0.38,0.42,0.07,0.26,-0.12,-0.34,10.14,36,181,57.19,6,5.75,0.60,0.55,42,-139
OPL,2014/Q4,9.45,0.88,0.41,20.41,9.31,0.89,0.75,11.07,-5.81,,11.51,1.24,3.72,15.32,4.32%,2.42%,8.07%,4.38%,11.39%,4.76%,,4.46%,19.43%,97.60%,0.44,0.78,0.40,2.34,0.87,0.79,4.67,2.89,9 423 000 000,2.32,4 183 000 000,1.03,0.62,0.87,0.05,0.40,0.44,0.06,0.29,-0.12,-0.34,9.73,37,162,55.56,7,5.72,0.61,0.55,44,-118
OPL,2015/Q1,9.57,1.00,0.33,28.75,9.26,1.03,0.64,14.87,-5.35,,12.66,1.37,4.29,19.76,3.47%,1.99%,6.92%,3.58%,11.76%,4.09%,,3.85%,16.04%,113.57%,0.43,0.74,0.29,3.10,0.83,0.74,4.07,2.61,8 963 000 000,2.31,4 112 000 000,1.06,0.64,0.83,0.04,0.37,0.41,0.06,0.25,-0.15,-0.43,9.19,40,154,55.54,7,5.62,0.61,0.55,47,-107
OPL,2015/Q2,9.20,0.89,0.36,22.93,9.20,0.89,0.67,12.27,-5.50,,11.27,1.23,3.85,16.95,3.87%,2.10%,7.23%,3.87%,11.51%,4.73%,,3.93%,17.51%,108.95%,0.46,0.84,0.37,2.51,0.86,0.75,3.50,2.19,9 611 000 000,2.50,4 085 000 000,1.06,0.63,0.86,0.08,0.47,0.51,0.09,0.27,-0.12,-0.36,8.71,42,156,53.90,7,5.25,0.61,0.55,49,-107
OPL,2015/Q3,9.30,0.78,0.33,21.83,9.14,0.80,0.62,11.81,-5.20,,10.93,1.20,3.84,17.76,3.58%,1.99%,6.73%,3.64%,10.82%,4.29%,,3.68%,16.90%,104.41%,0.44,0.80,0.36,2.46,0.87,0.76,3.33,2.13,9 479 000 000,2.54,4 808 000 000,1.29,0.64,0.87,0.04,0.52,0.55,0.05,0.29,-0.11,-0.31,8.22,44,162,54.12,7,4.72,0.62,0.54,51,-111
OPL,2015/Q4,9.12,0.72,0.19,33.89,9.02,0.73,0.44,15.05,-5.60,,9.59,1.06,3.66,22.01,2.12%,1.17%,4.83%,2.15%,7.33%,2.37%,,2.64%,10.01%,98.87%,0.45,0.81,0.37,2.46,0.85,0.76,4.15,2.57,9 376 000 000,2.72,3 982 000 000,1.16,0.62,0.85,0.05,0.41,0.45,0.06,0.31,-0.13,-0.35,7.82,47,168,53.46,7,4.54,0.61,0.54,54,-114
OPL,2016/Q1,9.18,0.73,0.14,48.87,8.93,0.76,0.41,16.35,-7.71,,12.21,1.37,4.77,29.61,1.50%,0.74%,4.62%,1.55%,7.30%,1.81%,,2.21%,7.23%,97.98%,0.51,1.03,0.68,1.32,0.91,0.83,5.42,2.95,12 112 000 000,3.61,7 173 000 000,2.14,0.54,0.91,0.07,0.48,0.54,0.07,0.36,-0.08,-0.24,7.59,48,159,49.69,7,4.49,0.59,0.52,55,-104
OPL,2016/Q2,8.97,0.57,0.05,92.41,8.84,0.57,0.34,14.75,-7.85,,10.81,1.22,4.41,31.45,0.61%,0.29%,3.89%,0.62%,6.34%,0.88%,,1.84%,2.82%,100.60%,0.52,1.08,0.67,1.35,0.89,0.81,5.36,2.86,12 205 000 000,3.80,7 532 000 000,2.34,0.53,0.89,0.09,0.45,0.50,0.10,0.32,-0.10,-0.30,7.52,49,153,50.78,7,4.68,0.56,0.50,56,-97
OPL,2016/Q3,9.00,0.67,-0.00,,8.75,0.69,0.29,20.94,-7.57,,11.35,1.30,4.78,39.61,-0.01%,0.00%,3.27%,-0.01%,6.10%,0.21%,,1.57%,-0.04%,97.50%,0.51,1.03,0.68,1.31,0.91,0.83,5.55,3.01,11 778 000 000,3.78,7 021 000 000,2.25,0.54,0.91,0.08,0.49,0.53,0.08,0.37,-0.08,-0.24,7.47,49,145,49.46,7,5.01,0.54,0.49,56,-89
OPL,2016/Q4,7.63,0.72,-1.33,,8.79,0.63,-1.03,,-7.74,,10.79,1.23,10.33,-10.46,-17.45%,-7.73%,-11.74%,-15.13%,-9.07%,-14.85%,,-5.99%,-68.50%,100.08%,0.56,1.26,0.84,1.27,0.91,0.82,5.20,2.58,12 281 000 000,8.96,6 934 000 000,5.06,0.50,0.91,0.06,0.54,0.58,0.07,0.44,-0.08,-0.18,7.22,51,136,62.38,6,4.99,0.54,0.48,57,-79
OPL,2017/Q1,7.63,0.61,-1.38,,8.80,0.53,-1.11,,-7.46,,10.01,1.14,10.50,-8.99,-18.02%,-8.15%,-12.64%,-15.62%,-10.12%,-15.46%,,-6.59%,-76.52%,105.40%,0.55,1.21,0.68,1.55,0.85,0.76,5.19,2.62,11 925 000 000,9.53,7 055 000 000,5.64,0.51,0.85,0.04,0.39,0.44,0.04,0.32,-0.13,-0.30,7.05,52,145,63.14,6,4.97,0.55,0.50,58,-87
OPL,2017/Q2,7.69,0.67,-1.33,,8.75,0.59,-1.09,,-7.39,,10.35,1.18,10.98,-9.48,-17.36%,-7.76%,-12.47%,-15.24%,-10.02%,-15.29%,,-6.35%,-80.47%,99.00%,0.55,1.24,0.69,1.52,0.86,0.76,4.48,2.28,12 033 000 000,9.73,6 846 000 000,5.53,0.51,0.86,0.08,0.47,0.51,0.08,0.35,-0.12,-0.27,6.59,55,151,60.99,6,4.73,0.56,0.50,61,-90
