Spółka,Kwartały,Wartość księgowa,Cena/WK,Zysk na akcję,Cena/Zysk,Przychód,Cena/Przychód,Zysk operacyjny,Cena/Zysk operacyjny,Wartość księgowa Grahama,Cena/Wartość księgowa Grahama,Wartość przedsiębiorstwa,Wartość przedsiębiorstwa/Przychody,Wartość przedsiębiorstwa/EBIT,Wartość przedsiębiorstwa/EBITDA,ROE,ROA,Marża zysku operacyjnego,Marża zysku netto,Marża zysku ze sprzedaży,Marża zysku brutto,Marża zysku brutto ze sprzedaży,Rentowność operacyjna aktywów,Udział zysku netto w przepływach operacyjnych,Wskaźnik źródeł finansowania inwestycji,Zadłużenie ogólne,Zadłużenie kapitału własnego,Zadłużenie długoterminowe,Zadłużenie środków trwałych,Pokrycie aktywów trwałych kapitałami stałymi,Trwałość struktury finansowania,Zastosowanie kapitału obcego,Wskaźnik ogólnej sytuacji finansowej,Zadłużenie netto,Zadłużenie netto / EBITDA,Zadłużenie finansowe netto,Zadłużenie finansowe netto / EBITDA,I stopień pokrycia,II stopień pokrycia,Płynność gotówkowa,Płynność szybka,Płynność bieżąca,Płynność podwyższona,Pokrycie zobowiązań należnościami,Udział kapitału pracującego w aktywach,Pokrycie kosztów kapitałem obrotowym,Rotacja należności,Cykl należności,Cykl zobowiązań,Rotacja zapasów,Cykl zapasów,Rotacja majątku obrotowego,Rotacja majątku trwałego,Rotacja majątku ogółem,Cykl operacyjny,Cykl konwersji gotówki
CDR,2017/Q1,8.56,8.66,2.74,27.10,6.20,11.96,3.32,22.37,6.60,11.23,67.48,10.88,18.34,20.34,31.97%,28.96%,53.48%,44.14%,53.09%,55.11%,81.28%,35.09%,92.85%,194.19%,0.09,0.10,0.00,7.26,4.38,0.91,0.12,0.52,-560 933 000,-1.59,-645 963 000,-1.83,4.37,4.38,7.76,8.64,8.65,7.76,0.73,0.70,8.29,7.33,50,56,238.57,2,0.89,3.65,0.72,52,-4
CDR,2017/Q2,8.29,10.38,2.44,35.27,5.41,15.91,2.95,29.15,6.10,14.10,79.98,14.79,26.73,27.09,29.44%,26.00%,54.60%,45.12%,54.99%,55.93%,85.23%,31.46%,97.13%,127.28%,0.12,0.13,0.01,2.80,3.83,0.89,0.15,0.58,-477 093 000,-1.66,-582 291 000,-2.02,3.80,3.83,5.88,6.98,6.98,5.88,0.96,0.66,8.14,6.55,56,64,158.00,2,0.76,2.88,0.60,58,-6
CDR,2017/Q3,8.68,13.39,2.43,47.82,5.24,22.19,2.93,39.64,6.26,18.56,109.62,20.92,36.87,37.38,28.00%,25.11%,55.97%,46.39%,56.33%,57.42%,84.72%,30.30%,90.67%,177.53%,0.10,0.11,0.00,20.76,3.60,0.90,0.14,0.49,-542 102 000,-1.90,-637 641 000,-2.23,3.59,3.60,6.72,7.34,7.35,6.72,0.51,0.65,8.25,6.79,54,67,158.16,2,0.72,2.52,0.56,56,-11
CDR,2017/Q4,9.19,10.56,2.08,46.56,4.82,20.13,2.51,38.70,6.53,14.86,96.31,19.99,37.65,38.42,22.68%,20.40%,52.02%,43.24%,51.41%,53.41%,82.26%,24.55%,86.44%,215.78%,0.10,0.11,0.00,4.56,3.47,0.90,0.14,0.47,-548 902 000,-2.23,-66 649 000,-0.27,3.46,3.47,0.71,7.68,7.68,6.85,0.68,0.64,8.17,6.90,53,73,175.87,2,0.65,2.09,0.50,55,-18
CDR,2018/Q1,9.45,11.57,1.85,59.11,4.57,23.94,2.24,48.91,6.55,16.71,108.53,23.75,47.39,48.52,19.58%,17.79%,48.95%,40.50%,48.30%,50.02%,81.00%,21.50%,87.04%,,0.09,0.10,0.00,6.52,3.26,0.91,0.13,0.41,-570 675 000,-2.59,-83 889 000,-0.38,3.25,3.26,0.95,8.14,8.14,7.48,0.46,0.63,8.07,7.09,51,78,202.26,2,0.62,1.80,0.46,53,-25
CDR,2018/Q2,9.78,16.54,1.39,116.02,3.92,41.28,1.65,97.82,6.39,25.32,160.42,40.92,94.08,96.99,14.26%,13.23%,42.20%,35.58%,41.82%,44.51%,76.67%,15.69%,98.82%,64.91%,0.07,0.08,0.01,1.45,2.92,0.94,0.11,0.31,-534 790 000,-3.26,-132 179 000,-0.81,2.88,2.92,2.21,11.47,11.47,10.15,1.08,0.62,7.56,6.93,53,82,260.88,1,0.53,1.38,0.38,54,-28
CDR,2018/Q3,9.98,18.78,1.18,158.19,3.74,50.12,1.40,134.06,6.25,29.98,186.80,49.99,129.13,133.70,11.87%,11.09%,37.39%,31.68%,37.18%,39.93%,75.34%,13.09%,125.22%,102.51%,0.07,0.07,0.01,1.84,2.71,0.95,0.10,0.27,-534 442 000,-3.84,-47 721 000,-0.34,2.68,2.71,0.86,11.85,11.86,10.68,0.94,0.60,7.29,6.47,56,76,296.27,1,0.51,1.18,0.36,57,-19
CDR,2018/Q4,10.43,13.96,1.14,128.00,3.78,38.56,1.17,124.52,6.39,22.77,144.52,38.28,107.66,123.60,10.90%,9.70%,30.97%,30.13%,31.10%,33.90%,70.72%,9.97%,82.46%,72.03%,0.11,0.12,0.01,2.88,2.60,0.90,0.17,0.43,-534 896 000,-4.15,-103 469 000,-0.80,2.58,2.60,0.89,6.29,6.30,5.62,0.49,0.55,6.93,6.72,54,81,375.79,1,0.52,1.07,0.35,55,-26
CDR,2019/Q1,10.65,18.78,1.08,184.42,3.83,52.19,1.09,182.99,6.21,32.23,198.53,51.80,147.43,181.64,10.18%,9.10%,28.52%,28.30%,28.64%,31.66%,67.74%,9.17%,111.34%,22.20%,0.11,0.12,0.01,2.28,2.43,0.91,0.17,0.41,-499 972 000,-3.86,-141 693 000,-1.09,2.40,2.43,1.44,6.69,6.69,5.79,0.67,0.53,6.47,5.94,61,84,430.56,1,0.52,0.98,0.34,62,-22
CDR,2019/Q2,10.15,21.22,1.13,190.59,4.25,50.61,1.16,186.30,5.42,39.76,214.71,50.48,144.82,185.79,11.13%,9.55%,27.17%,26.56%,27.02%,29.55%,68.55%,9.77%,72.56%,243.22%,0.14,0.17,0.01,4.79,2.16,0.86,0.24,0.51,-368 232 000,-2.58,-56 561 000,-0.40,2.14,2.16,0.44,4.40,4.41,3.42,0.84,0.46,5.43,5.21,70,97,324.93,1,0.58,1.00,0.37,71,-26
CDR,2019/Q3,10.35,23.52,1.12,216.92,4.53,53.75,1.14,213.64,5.12,47.55,242.21,53.49,157.39,212.60,10.84%,8.93%,25.16%,24.78%,24.73%,27.50%,66.13%,9.06%,46.29%,39.86%,0.18,0.21,0.01,5.62,1.99,0.83,0.30,0.60,-380 216 000,-2.57,-114 408 000,-0.77,1.98,1.99,0.60,3.35,3.40,2.86,0.40,0.41,4.57,5.08,72,123,48.51,8,0.61,0.98,0.38,80,-43
CDR,2019/Q4,11.50,24.30,1.82,153.24,5.42,51.54,1.88,149.02,4.44,62.98,279.19,51.48,123.23,148.85,15.86%,12.49%,34.59%,33.63%,34.05%,36.29%,69.05%,12.84%,80.90%,150.19%,0.21,0.27,0.02,4.18,1.67,0.81,0.41,0.67,-183 844 000,-0.84,-29 501 000,-0.14,1.63,1.67,0.18,2.61,2.65,1.76,0.77,0.32,3.65,4.21,87,130,26.06,14,0.74,1.01,0.43,101,-29
CDR,2020/Q1,12.51,23.11,2.60,111.38,6.59,43.88,2.68,107.98,4.94,58.57,287.80,43.68,93.74,107.49,20.75%,16.36%,40.63%,39.39%,40.47%,42.22%,71.57%,16.88%,61.47%,103.35%,0.21,0.27,0.02,4.59,1.68,0.80,0.40,0.67,-287 829 000,-0.98,-125 417 000,-0.43,1.65,1.68,0.49,2.59,2.66,2.04,0.47,0.33,3.50,4.50,81,135,15.20,24,0.87,1.07,0.48,105,-30
CDR,2020/Q2,13.12,30.11,2.81,140.38,6.98,56.58,2.88,137.34,4.53,87.17,393.39,56.36,120.07,136.82,21.45%,16.93%,41.20%,40.31%,41.30%,42.58%,69.81%,17.30%,59.08%,78.84%,0.21,0.27,0.02,4.47,1.56,0.80,0.44,0.67,-256 470 000,-0.81,-145 075 000,-0.46,1.53,1.56,0.53,2.42,2.47,1.90,0.43,0.29,2.80,4.73,77,149,12.90,28,0.89,0.98,0.47,105,-44
CDR,2020/Q3,11.25,37.19,2.90,144.14,7.09,58.98,3.00,139.69,2.23,188.04,416.51,58.72,122.45,139.06,25.80%,17.39%,42.22%,40.92%,42.41%,43.18%,70.52%,17.95%,57.63%,80.68%,0.33,0.48,0.02,4.70,1.27,0.69,0.71,0.88,-63 779 000,-0.20,-181 254 000,-0.55,1.25,1.27,0.40,1.44,1.47,1.17,0.22,0.15,1.46,4.59,80,185,11.86,31,0.90,0.88,0.44,111,-74
CDR,2020/Q4,21.73,12.64,11.47,23.95,21.25,12.93,11.50,23.90,14.14,19.43,269.29,12.67,19.02,23.43,52.77%,39.88%,54.10%,53.97%,54.84%,54.47%,77.03%,39.98%,162.19%,17.15%,0.24,0.32,0.08,0.63,3.08,0.81,0.33,0.95,-127 025 000,-0.09,-544 396 000,-0.38,2.86,3.08,1.04,3.93,3.94,1.54,2.36,0.55,7.10,5.15,71,71,31.75,11,1.93,2.69,1.12,82,11
CDR,2021/Q1,22.11,8.62,10.87,17.53,21.28,8.95,10.95,17.40,13.13,14.51,175.33,8.24,12.72,16.02,49.15%,37.92%,51.44%,51.08%,52.11%,51.37%,76.39%,38.19%,69.00%,6.56%,0.23,0.30,0.01,5.47,2.48,0.78,0.33,0.82,-1 111 798 000,-0.80,-1 527 752 000,-1.10,2.46,2.48,2.43,3.07,3.10,2.77,0.29,0.47,6.11,5.03,73,85,36.86,10,1.53,2.55,0.95,83,-2
CDR,2021/Q2,17.93,10.32,11.04,16.75,22.29,8.30,11.15,16.59,8.55,21.64,178.60,8.01,12.60,16.01,61.59%,51.81%,50.04%,49.55%,50.66%,49.88%,75.68%,52.32%,85.17%,29.25%,0.16,0.19,0.01,5.38,1.93,0.85,0.28,0.54,-584 910 000,-0.41,-646 863 000,-0.45,1.91,1.93,2.09,3.71,3.76,2.90,0.78,0.41,3.66,4.94,74,81,39.24,9,1.48,2.58,0.94,83,2
CDR,2021/Q3,18.20,10.54,10.97,17.48,22.69,8.45,11.03,17.39,8.95,21.42,185.24,8.17,13.01,16.80,60.30%,51.47%,48.61%,48.37%,49.12%,48.51%,75.40%,51.72%,88.23%,34.48%,0.15,0.17,0.01,5.53,1.99,0.86,0.26,0.51,-705 687 000,-0.49,-660 452 000,-0.46,1.97,1.99,2.35,4.08,4.14,3.47,0.57,0.43,3.86,4.88,75,72,39.93,9,1.40,2.58,0.91,84,12
CPS,2006/Q4,-0.24,,0.21,,1.84,,0.16,,-0.63,,,,,,-88.93%,15.78%,8.67%,11.55%,8.67%,14.70%,,11.84%,68.56%,45.94%,1.18,-6.64,-0.49,1.75,-0.31,-0.09,1.66,-1.01,306 143 000,4.12,128 384 000,1.73,-0.61,-0.31,0.29,0.50,0.65,0.29,0.11,-0.38,-0.33,11.14,33,291,7.60,48,1.93,4.68,1.37,81,-210
CPS,2007/Q4,0.23,,0.43,,3.03,,0.55,,-0.39,,,,,,185.51%,19.06%,18.22%,14.24%,18.22%,17.60%,,24.39%,101.99%,56.89%,0.90,8.74,2.21,0.73,1.20,0.33,1.24,0.46,383 337 000,2.31,71 847 000,0.43,0.37,1.20,0.38,0.76,1.08,0.38,0.21,0.05,0.05,17.84,20,179,6.33,58,2.21,6.63,1.66,78,-101
CPS,2008/Q1,0.48,,0.55,,3.29,,0.70,,-0.13,,,,,,116.15%,24.14%,21.40%,16.83%,21.40%,20.64%,,30.70%,318.26%,228.25%,0.79,3.81,0.97,0.83,1.55,0.41,1.08,0.85,360 229 000,1.75,107 577 000,0.52,0.79,1.55,0.33,0.81,1.24,0.33,0.31,0.14,0.13,13.71,27,161,5.39,68,2.17,6.38,1.62,95,-66
CPS,2008/Q2,0.78,17.23,0.68,19.61,3.69,3.63,0.88,15.20,0.16,84.77,13.52,3.66,14.07,15.33,87.88%,28.45%,23.89%,18.52%,23.89%,22.86%,,36.71%,146.15%,140.44%,0.68,2.09,0.39,1.34,1.75,0.45,0.91,1.14,289 046 000,1.15,30 937 000,0.12,1.26,1.75,0.40,0.93,1.35,0.40,0.35,0.19,0.17,11.18,33,141,5.33,68,2.24,6.43,1.66,101,-40
CPS,2008/Q3,0.96,14.81,0.69,20.64,4.67,3.03,0.82,17.30,0.31,45.43,13.94,2.98,15.28,17.04,71.77%,27.66%,17.51%,14.67%,17.51%,17.99%,,33.01%,81.85%,91.43%,0.61,1.59,0.28,1.71,1.90,0.49,0.83,1.23,212 089 000,0.89,-54 951 000,-0.23,1.48,1.90,0.57,1.09,1.46,0.57,0.33,0.23,0.15,11.66,31,107,7.32,50,2.69,7.50,1.98,81,-26
CPS,2008/Q4,1.12,12.08,1.03,13.14,4.18,3.23,1.24,10.93,0.35,38.43,12.99,3.10,9.80,10.51,91.96%,35.63%,29.52%,24.56%,29.37%,30.37%,51.59%,42.83%,85.32%,36.80%,0.61,1.58,0.20,2.56,1.74,0.46,0.83,1.22,217 371 000,0.62,-134 071 000,-0.39,1.46,1.74,0.61,1.13,1.37,0.61,0.32,0.20,0.29,9.40,39,120,4.11,89,2.26,6.35,1.66,128,8
CPS,2009/Q1,1.39,9.72,1.06,12.78,4.41,3.07,1.24,10.91,0.60,22.67,13.41,3.04,9.98,10.79,76.07%,35.47%,28.16%,24.04%,27.75%,29.71%,53.77%,41.55%,95.01%,86.47%,0.53,1.14,0.13,3.75,1.97,0.53,0.73,1.27,286 223 000,0.81,-36 309 000,-0.10,1.75,1.97,0.36,1.11,1.55,0.36,0.39,0.26,0.40,9.18,40,115,4.07,90,2.23,6.24,1.64,130,15
CPS,2009/Q2,0.84,18.25,0.97,15.77,4.52,3.39,1.13,13.60,-0.01,,15.35,3.39,12.27,13.60,115.72%,37.50%,24.96%,21.53%,25.30%,26.60%,55.95%,43.47%,102.60%,-314.65%,0.68,2.09,0.13,6.59,1.12,0.37,1.01,0.99,379 334 000,1.16,-713 000,-0.00,0.99,1.12,0.19,0.67,1.06,0.19,0.33,0.04,0.05,9.00,41,118,3.83,95,2.29,5.92,1.65,136,18
CPS,2009/Q3,1.07,13.90,1.03,14.48,3.98,3.74,1.24,12.04,0.15,100.27,14.53,3.65,10.58,11.76,96.01%,36.67%,31.05%,25.83%,31.55%,31.95%,72.85%,44.08%,125.88%,1 133.15%,0.62,1.62,0.05,16.33,1.21,0.40,0.92,1.07,298 034 000,0.83,-92 111 000,-0.26,1.16,1.21,0.35,0.76,1.12,0.35,0.29,0.07,0.21,7.64,48,144,1.96,187,2.00,4.77,1.41,235,91
CPS,2009/Q4,1.23,11.07,0.88,15.50,4.82,2.82,1.05,12.93,-0.07,,13.51,2.80,11.15,12.85,71.44%,29.72%,21.80%,18.19%,22.73%,22.46%,45.43%,35.63%,125.55%,-72.01%,0.58,1.40,0.09,9.34,1.03,0.45,1.04,0.99,353 043 000,1.11,-23 897 000,-0.08,0.95,1.03,0.17,0.74,1.02,0.23,0.36,0.01,0.02,8.87,41,120,4.55,80,2.58,4.99,1.70,121,1
CPS,2010/Q1,1.56,10.02,0.93,16.80,5.07,3.07,1.13,13.76,0.11,136.97,15.50,3.05,11.71,13.67,59.68%,28.46%,22.34%,18.31%,24.21%,22.59%,46.59%,34.73%,103.68%,-39.65%,0.52,1.10,0.12,6.28,1.21,0.53,0.94,1.01,361 355 000,1.04,-27 267 000,-0.08,1.08,1.21,0.15,0.86,1.20,0.22,0.49,0.09,0.12,8.62,42,116,4.91,74,2.86,4.50,1.75,116,0
CPS,2010/Q2,1.23,11.55,0.97,14.62,5.31,2.67,1.22,11.67,-0.47,,14.09,2.66,9.78,11.59,78.96%,26.93%,22.91%,18.28%,24.27%,22.57%,46.89%,33.76%,128.08%,150.45%,0.66,1.93,0.19,5.59,0.86,0.41,1.25,0.90,575 508 000,1.52,-25 177 000,-0.07,0.72,0.86,0.08,0.64,0.89,0.08,0.44,-0.07,-0.09,7.73,47,120,5.35,68,2.93,3.96,1.68,115,-5
CPS,2010/Q3,1.49,10.06,1.00,14.95,5.50,2.72,1.25,11.94,-0.35,,15.13,2.75,9.95,12.06,67.25%,26.70%,22.81%,18.22%,24.75%,22.52%,47.25%,33.43%,170.60%,-803.96%,0.60,1.52,0.17,5.51,0.95,0.47,1.18,0.96,559 845 000,1.40,39 323 000,0.10,0.81,0.95,0.06,0.63,0.95,0.06,0.45,-0.03,-0.04,6.93,53,121,5.39,68,3.02,3.50,1.62,121,0
CPS,2010/Q4,1.63,10.12,0.98,16.76,5.65,2.92,1.24,13.30,-0.45,,16.47,2.92,10.62,13.27,60.39%,25.46%,21.97%,17.43%,24.30%,21.67%,46.81%,32.09%,130.84%,1 342.91%,0.58,1.37,0.16,6.22,0.91,0.49,1.25,0.98,559 642 000,1.38,-7 988 000,-0.02,0.78,0.91,0.05,0.57,0.91,0.05,0.37,-0.05,-0.07,6.81,54,124,5.12,71,3.04,3.20,1.56,125,1
CPS,2011/Q1,1.92,8.24,0.95,16.71,5.76,2.75,1.20,13.20,-0.31,,15.87,2.76,10.22,13.23,49.31%,20.27%,20.83%,16.46%,23.80%,20.41%,46.63%,25.66%,140.71%,52.46%,0.59,1.43,0.15,6.13,0.99,0.47,1.13,0.97,566 104 000,1.39,9 693 000,0.02,0.86,0.99,0.24,0.75,0.99,0.24,0.32,-0.00,-0.01,6.85,53,136,5.05,72,2.86,2.93,1.45,125,-11
CPS,2011/Q2,5.37,3.07,0.72,22.88,5.09,3.24,1.14,14.45,-6.47,,23.28,4.58,15.68,20.38,13.43%,4.79%,22.46%,14.18%,25.65%,17.81%,46.47%,7.58%,96.27%,90.23%,0.64,1.81,1.30,0.26,1.05,0.82,3.00,1.36,3 079 293 000,5.95,2 362 572 000,4.57,0.45,1.05,0.32,0.84,1.20,0.32,0.39,0.04,0.22,7.07,52,135,4.58,80,2.59,1.23,0.84,132,-3
CPS,2011/Q3,5.22,2.86,0.35,43.07,5.81,2.57,1.33,11.21,-6.71,,21.92,3.77,12.52,16.45,6.64%,2.25%,22.95%,5.97%,25.90%,8.04%,45.10%,8.66%,34.57%,87.90%,0.66,1.95,1.39,0.26,1.05,0.81,2.94,1.29,3 180 939 000,5.22,2 432 391 000,3.99,0.44,1.05,0.36,0.83,1.19,0.36,0.32,0.04,0.20,7.44,49,140,4.34,84,2.35,0.86,0.63,133,-7
CPS,2011/Q4,5.44,2.48,0.46,29.36,6.79,1.99,1.61,8.39,-6.69,,20.54,3.02,9.73,12.77,8.45%,3.01%,23.68%,6.77%,26.70%,8.12%,43.74%,10.52%,46.16%,90.74%,0.64,1.81,1.31,0.27,1.03,0.82,3.12,1.40,3 136 737 000,4.27,2 451 414 000,3.33,0.45,1.03,0.29,0.82,1.15,0.31,0.32,0.03,0.13,7.87,46,137,4.56,80,2.32,0.72,0.55,126,-11
CPS,2012/Q1,6.00,2.33,0.83,16.87,7.57,1.85,1.92,7.30,-6.14,,20.37,2.69,8.17,10.63,13.82%,5.25%,25.30%,10.95%,27.60%,13.07%,43.53%,12.13%,50.08%,90.17%,0.62,1.63,1.15,0.28,1.06,0.82,2.68,1.32,2 988 258 000,3.44,2 222 324 000,2.56,0.49,1.06,0.42,0.90,1.25,0.42,0.35,0.05,0.20,7.81,47,136,4.34,84,2.24,0.63,0.49,131,-5
CPS,2012/Q2,6.29,2.32,0.92,15.95,7.80,1.87,2.03,7.19,-6.41,,21.25,2.72,8.04,10.46,14.55%,5.70%,26.04%,11.73%,27.47%,13.53%,42.69%,12.64%,50.77%,97.65%,0.61,1.55,1.08,0.29,1.03,0.82,2.90,1.44,3 096 013 000,3.36,2 317 351 000,2.52,0.50,1.03,0.30,0.79,1.13,0.30,0.37,0.02,0.10,7.96,46,135,4.47,82,2.29,0.64,0.50,128,-7
CPS,2012/Q3,6.76,2.17,1.59,9.26,7.89,1.86,2.17,6.76,-6.03,,20.85,2.64,7.39,9.59,23.48%,10.03%,27.57%,20.13%,28.58%,23.10%,43.98%,13.73%,80.84%,792.78%,0.57,1.34,0.91,0.32,1.01,0.82,2.99,1.58,2 934 848 000,2.99,2 141 719 000,2.18,0.53,1.01,0.22,0.70,1.05,0.22,0.43,0.01,0.04,7.46,49,133,4.47,82,2.39,0.63,0.50,131,-2
CPS,2012/Q4,7.09,2.32,1.72,9.55,7.98,2.06,2.27,7.24,-5.76,,22.19,2.78,7.49,9.79,24.24%,10.76%,28.41%,21.54%,29.03%,25.04%,44.92%,14.19%,76.57%,104.23%,0.56,1.25,0.82,0.34,1.00,0.81,2.85,1.57,2 822 588 000,2.73,2 011 776 000,1.95,0.55,1.00,0.25,0.73,1.02,0.25,0.41,0.00,0.01,6.92,53,136,4.48,81,2.42,0.63,0.50,134,-2
CPS,2013/Q1,7.36,2.31,1.40,12.13,8.04,2.11,2.21,7.68,-5.35,,22.66,2.82,7.74,10.24,19.06%,8.67%,27.52%,17.43%,27.77%,19.94%,43.86%,13.69%,68.57%,320.46%,0.54,1.20,0.80,0.33,1.04,0.82,2.55,1.47,2 742 968 000,2.69,1 970 860 000,1.93,0.58,1.04,0.32,0.89,1.20,0.32,0.46,0.04,0.15,6.52,56,134,4.80,76,2.48,0.63,0.50,132,-2
CPS,2013/Q2,7.60,2.44,1.35,13.76,8.12,2.28,2.16,8.58,-5.11,,24.06,2.96,8.32,11.14,17.74%,8.40%,26.62%,16.60%,27.06%,19.09%,43.39%,13.46%,63.75%,167.50%,0.53,1.11,0.73,0.35,1.03,0.82,2.53,1.51,2 679 609 000,2.66,1 920 044 000,1.91,0.60,1.03,0.26,0.82,1.14,0.26,0.41,0.03,0.11,6.47,56,132,4.98,73,2.51,0.64,0.51,129,-3
CPS,2013/Q3,8.11,2.62,1.36,15.63,8.21,2.59,2.18,9.76,-4.62,,26.48,3.22,9.06,12.16,16.77%,8.47%,26.51%,16.57%,25.60%,18.96%,41.70%,13.55%,65.94%,107.43%,0.50,0.98,0.65,0.36,1.05,0.83,2.39,1.52,2 557 007 000,2.51,1 817 106 000,1.78,0.64,1.05,0.23,0.84,1.23,0.23,0.43,0.04,0.15,6.65,55,129,5.12,71,2.48,0.64,0.51,126,-3
CPS,2013/Q4,8.62,2.30,1.51,13.13,8.36,2.37,2.27,8.73,-4.18,,24.34,2.91,8.39,10.74,17.51%,9.26%,27.14%,18.05%,25.87%,20.37%,,13.92%,65.46%,64.91%,0.47,0.89,0.57,0.39,1.06,0.83,2.19,1.48,2 332 766 000,2.31,1 582 764 000,1.57,0.67,1.06,0.35,0.92,1.25,0.35,0.38,0.04,0.13,7.03,52,124,6.51,56,2.45,0.66,0.52,108,-16
CPS,2014/Q1,8.92,2.40,1.52,14.09,8.43,2.54,2.37,9.04,-3.86,,25.82,3.06,8.60,10.91,17.00%,9.03%,28.07%,18.00%,26.71%,20.30%,23.13%,14.09%,64.75%,56.46%,0.47,0.88,0.56,0.37,1.09,0.83,1.96,1.37,2 314 655 000,2.21,1 546 553 000,1.48,0.70,1.09,0.43,1.00,1.39,0.43,0.40,0.07,0.19,7.39,49,122,6.39,57,2.38,0.66,0.52,106,-16
CPS,2014/Q2,14.22,1.57,0.91,24.65,6.17,3.62,1.61,13.91,-22.36,,41.68,6.75,17.79,25.95,6.38%,2.08%,26.03%,14.69%,24.97%,16.49%,19.56%,3.69%,51.75%,,0.67,2.06,1.62,0.23,1.02,0.86,4.22,1.64,16 467 300 000,10.99,12 362 100 000,8.25,0.39,1.02,0.48,0.98,1.11,0.57,0.35,0.02,0.16,6.12,60,160,7.80,47,1.92,0.43,0.35,107,-53
CPS,2014/Q3,14.28,1.94,0.71,39.17,8.90,3.11,1.96,14.09,-22.60,,47.15,5.30,14.09,24.01,4.95%,1.64%,22.07%,7.94%,21.90%,8.78%,16.31%,4.57%,28.14%,,0.67,2.01,1.56,0.24,0.99,0.85,4.71,1.82,16 677 300 000,7.79,12 465 300 000,5.82,0.39,0.99,0.40,0.83,0.95,0.41,0.34,-0.01,-0.06,6.37,57,162,10.87,34,2.08,0.41,0.34,91,-71
CPS,2014/Q4,14.29,1.64,0.46,51.38,11.59,2.03,2.26,10.42,-22.29,,42.74,3.69,9.23,18.95,3.20%,1.07%,19.47%,3.95%,19.34%,4.24%,,5.27%,14.82%,,0.67,2.00,1.54,0.24,0.99,0.85,4.58,1.79,16 491 700 000,5.57,12 303 900 000,4.15,0.39,0.99,0.42,0.85,0.96,0.42,0.36,-0.01,-0.04,6.34,58,164,12.73,29,2.16,0.40,0.33,87,-77
CPS,2015/Q1,14.56,1.71,0.57,43.70,14.10,1.77,2.58,9.66,-21.61,,44.29,3.14,7.82,17.15,3.92%,1.35%,18.32%,4.05%,18.16%,4.42%,,6.10%,16.43%,,0.66,1.91,1.46,0.24,0.99,0.85,4.49,1.81,16 242 700 000,4.48,12 371 500 000,3.42,0.40,0.99,0.36,0.85,0.95,0.37,0.39,-0.01,-0.04,6.11,60,166,15.52,24,2.22,0.39,0.33,84,-82
CPS,2015/Q2,14.94,1.58,0.84,28.14,15.23,1.55,2.87,8.23,-20.81,,42.26,2.78,6.87,14.71,5.62%,1.98%,18.87%,5.52%,18.61%,6.16%,,6.77%,20.45%,302.72%,0.65,1.84,1.40,0.22,1.00,0.84,4.11,1.72,16 144 300 000,4.10,11 902 000 000,3.02,0.42,1.00,0.33,0.91,1.01,0.34,0.51,0.00,0.01,5.83,63,156,17.70,21,2.42,0.42,0.36,84,-72
CPS,2015/Q3,15.73,1.49,1.55,15.07,15.22,1.54,3.03,7.72,-19.29,,40.80,2.68,9.48,13.49,9.86%,3.79%,19.88%,10.19%,19.52%,11.96%,,7.40%,35.91%,894.46%,0.62,1.60,0.81,0.36,0.81,0.70,4.29,1.93,14 811 100 000,5.38,11 146 500 000,4.05,0.45,0.81,0.13,0.41,0.47,0.16,0.22,-0.16,-0.59,5.58,65,192,17.21,21,2.44,0.42,0.36,86,-106
CPS,2015/Q4,16.03,1.30,1.82,11.48,15.36,1.36,3.11,6.72,-18.78,,37.87,2.47,6.57,12.20,11.35%,4.39%,20.22%,11.84%,19.90%,13.56%,,7.50%,40.29%,145.03%,0.61,1.58,0.76,0.37,0.81,0.68,3.84,1.77,14 316 800 000,3.89,10 864 200 000,2.95,0.46,0.81,0.18,0.44,0.50,0.23,0.19,-0.16,-0.69,5.52,66,230,17.09,21,2.42,0.43,0.37,87,-143
CPS,2016/Q1,16.27,1.49,1.83,13.29,15.41,1.57,3.10,7.84,-22.02,,43.59,2.83,7.66,14.08,11.23%,4.12%,20.08%,11.85%,19.79%,13.61%,,6.98%,40.05%,39.67%,0.63,1.73,1.33,0.24,0.99,0.85,4.64,1.97,16 367 900 000,4.50,12 356 300 000,3.39,0.42,0.99,0.37,0.81,0.93,0.38,0.36,-0.01,-0.05,5.63,65,229,16.47,22,2.45,0.43,0.36,87,-142
CPS,2016/Q2,16.83,1.31,1.72,12.78,15.37,1.43,2.82,7.80,-21.29,,40.63,2.64,7.16,14.40,10.23%,3.99%,18.35%,11.20%,18.13%,12.64%,,6.54%,37.21%,154.94%,0.61,1.56,1.24,0.25,0.99,0.87,5.25,2.32,15 655 000 000,4.32,11 913 500 000,3.28,0.44,0.99,0.27,0.79,0.91,0.33,0.44,-0.01,-0.05,6.18,59,223,16.76,22,2.61,0.42,0.36,81,-142
CPS,2016/Q3,17.25,1.42,1.37,17.87,15.33,1.60,2.70,9.09,-20.35,,42.60,2.78,5.55,15.80,7.95%,3.19%,17.58%,8.94%,17.51%,9.84%,,6.27%,30.05%,96.97%,0.60,1.49,1.18,0.25,1.00,0.87,4.78,2.19,15 349 400 000,3.13,11 574 300 000,2.36,0.46,1.00,0.32,0.85,1.00,0.32,0.46,-0.00,-0.00,6.28,58,182,17.01,21,2.66,0.41,0.36,79,-103
